created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Dec 20 15:50:33 +0000 2022;1605229175341985792;"Usai Melukai Orangtua Kandung Dengan Golok, Pelaku Digelandang Warga: Tangerang | https://t.co/iskHUhnSFd – diduga depresi pelaku berinisial MAP (27) yang merupakan anak kandung korban tega melukai kaki korban (ayah kandung) dengan menggunakan senjata… https://t.co/RvO6xL0eVV";0;0;0;1;in;1203017049389203457;1605229175341985792;IndoTv5;https://twitter.com/IndoTv5/status/1605229175341985792
Mon Dec 19 12:20:12 +0000 2022;1604813848342843392;"@sedikitmiringg @yourrainbow97 @DivHumas_Polri mungkinkah perlu ditabok dollar dulu biar mau kerja pak @DivHumas_Polri ? atau nunggu korban cacat bahkan meninggal dulu baru mau kerja? jgn jadi pahlawan kesiangan dong kerja kerja kerja korban sudah cukup menderita jgn sampe depresi dulu baru mau bergerak.";0;1;2;75;in;260581594;1604721108623970309;Ryuki_Black999;https://twitter.com/Ryuki_Black999/status/1604813848342843392
Fri Dec 16 16:11:29 +0000 2022;1603784892835188741;"@KevinNguyeeeen Dari sekolahnya, korban bahkan trauma sampe sekarang, ironisny 2 tahun pernah depresi hampir bunuh diri, persetan pelecehan seksual...";0;0;0;1;in;1077549045868982272;1602582511494000642;gakduluu_;https://twitter.com/gakduluu_/status/1603784892835188741
Fri Dec 16 01:02:07 +0000 2022;1603556039432892416;"Perkosaan itu pemaksaan penetrasi pe**s ke va***a yang tidak dikehendaki oleh korban dan itu kan pasti secara fisik dan psikis itu menimbulkan depresi trauma, ada enggak yang meminta ketemu pelakunya belum lama kejadian,” ungkap Ratna.";0;0;0;0;in;2318652392;1603555414028693505;AbdulKuasa;https://twitter.com/AbdulKuasa/status/1603556039432892416
Thu Dec 15 15:21:05 +0000 2022;1603409817900548097;"Akun ini akan menjadi taman bermain bagi anak-anak rumahan, korban bullying, depresi, serta orang-orang yang merasa gelandangan dunia.  Menjadikan binatang jalang sebagai acuan kebahagiaan.";1;0;0;0;in;1307673268908826624;1603409817900548097;haichal_ajany;https://twitter.com/haichal_ajany/status/1603409817900548097
Thu Dec 15 14:49:34 +0000 2022;1603401885938896896;"Lalu, depresi setelah melahirkan. 😔 Tekanan dari mertua (capek), lingkungan sekitar. Ada lagi, anaknya yang masih kecil jadi pendendam(?) dan korban pelecehan. 😔  Aduh. Banyak betul topik yang diangkat di buku ini! 😭🥲💔 Aku suka sama bukunya karena sat set sat set,";0;1;0;0;in;1230534560489693184;1603320087989325824;soliloku;https://twitter.com/soliloku/status/1603401885938896896
Thu Dec 15 08:00:00 +0000 2022;1603298815465119750;"Korban perundungan kebanyakan pasti merasakan hal yang sama. Pertama, mereka bakalan sakit hati sampe depresi maybe. Kedua, saat mereka benar2 bertahan, ada titik tertentu dimana mereka udah gak peduli lagi. Bukan gak sakit hati, cuma berusaha gak peduli. Mereka menghindar.";0;1;1;2;in;1346469252350447616;1602638154002857985;liliniim;https://twitter.com/liliniim/status/1603298815465119750
Thu Dec 15 01:30:11 +0000 2022;1603200717979648001;"@eiiichann_ @florescencie @tanyakanrl Ga cuma foto, kadang disuruh buat video. Dan si korban gabisa apa apa karna data dia ada di tangan si pelaku. Dan ga banyak korbannya yg depresi bahkan bunuh diri. Coba deh tonton flm nya. Di jamin kalian pasti takut buka" dm di twt";0;2;0;2;in;1286521522874507265;1603196895198789632;Seblakkuahenakk;https://twitter.com/Seblakkuahenakk/status/1603200717979648001
Thu Dec 15 01:03:53 +0000 2022;1603194099754209281;"@DanyIrawaan @abcdyougoblog gini kak,, sebagian pelaku kekerasan seksual hidup bahagia setelah masa hukuman selesai, nah korban? Ada yg depresi, trauma, bahkan ada kemungkinan bunuh diri yg tidak diekspose media. Hukuman pelaku tidak sepadan, bahkan cenderung disuruh damai.. hukuman juga cuman 3 tahun,";0;0;0;1;in;1500161395328839683;1602243594521231360;Hadalaboooo;https://twitter.com/Hadalaboooo/status/1603194099754209281
Wed Dec 14 23:55:10 +0000 2022;1603176803912519681;"Diduga Depresi, Seorang Remaja Korban Selamat Tragedi Itaewon Halloween Bunuh Diri https://t.co/upzNXRBLav";0;0;0;0;in;1033940986169155586;1603176803912519681;JakartaNewsID1;https://twitter.com/JakartaNewsID1/status/1603176803912519681
Wed Dec 14 13:13:55 +0000 2022;1603015428879831041;"@tanyarlfes Pindah sekolahnya sekarang aja ya, supaya kamu tetep sehat gak depresi, gara-gara jadi kambing hitam di kelas dan di bully sama satu kelas dan geng mereka diangkatan. Kamu berhak loh buat bahagia. Apalagi dulu waktu mts kamu juga pernah kan jadi korban fitnah sampai dikucilin?";0;0;0;0;in;1239064050106949632;1602945240758767616;achiyachil;https://twitter.com/achiyachil/status/1603015428879831041
Wed Dec 14 09:49:33 +0000 2022;1602963996289949696;"Dampak Pelecehan Seksual Terhadap Korban, Bisa Depresi Hingga Picu Bunuh Diri https://t.co/751wC2RD5y #TempoGaya";0;0;0;0;in;18129942;1602963996289949696;tempodotco;https://twitter.com/tempodotco/status/1602963996289949696
Wed Dec 14 09:08:03 +0000 2022;1602953553882288133;"Dampak Pelecehan Terhadap Korban Pelecehan Seksual, Bisa Depresi Hingga Picu Bunuh Diri https://t.co/mKdzKEMwJi #TempoGaya";0;0;0;1;in;18129942;1602953553882288133;tempodotco;https://twitter.com/tempodotco/status/1602953553882288133
Wed Dec 14 03:28:27 +0000 2022;1602868092983717889;"@DizzyOfficial @sugaringgelatoo @KevinNguyeeeen Korban pelecehan seksual, menurut survey, hampir sebagian besar berakhir depresi, malu dan rentan punya pemikiran suicidal.  Anda punya fetish lihat orang bundir ?  Lagipula, dikeroyokin kayak gini mah belum seberapa dibandingkan "Siksa Penjara" pelaku kejahatan sexual";0;5;2;8;in;299701664;1602582511494000642;Sabda_Sableng;https://twitter.com/Sabda_Sableng/status/1602868092983717889
Wed Dec 14 02:04:48 +0000 2022;1602847040286773248;"Akhir-akhir ini semakin marak pelecehan seksual. Apa yang terjadi pada sang tersangka? Dipenjara? Hanya itu? Pernahkah kamu memikirkan apa yang terjadi di kemudian hari pada korban. Yah pasti depresi. Sudah Saatnya Kita Berantas Para Pelaku Pelecehan Seksual! #mahasiswa";0;2;0;1;in;1565256164329549824;1602847040286773248;GuloHasanolo;https://twitter.com/GuloHasanolo/status/1602847040286773248
Tue Dec 13 15:35:07 +0000 2022;1602688573647556610;"@dagestira @pecolycoris @abcdyougoblog ayo liat korban yu, yang lagi depresi ketakutan ditambah kalian up seperti ini?";0;0;0;0;in;1463348583218876421;1602243594521231360;loraaeeee;https://twitter.com/loraaeeee/status/1602688573647556610
Tue Dec 13 15:33:34 +0000 2022;1602688184067837953;"@pecolycoris @abcdyougoblog perlu dibuktikan gmn mba,mau liat seberapa depresi korban setelah alami kejadian ini?perlu ketemu korban?";0;0;0;0;in;1463348583218876421;1602243594521231360;loraaeeee;https://twitter.com/loraaeeee/status/1602688184067837953
Tue Dec 13 15:02:45 +0000 2022;1602680431530606598;"@abcdyougoblog Kasih ke pihak berwajib. Besoknya ttd diatas materai bilang damai atas kekeluargaan. Korban syok, depresi, pelaku? Masih aman, muter sana-sini cari mangsa lain. Ketangkep, lapor pulici, berulang lagi siklusnya. Gitu teroooos. Kalo main hakim sendiri gaboleh. Lapor halo dek, boleh";0;0;0;0;in;1336999359989223430;1602243594521231360;Amarakamini1;https://twitter.com/Amarakamini1/status/1602680431530606598
Tue Dec 13 13:57:58 +0000 2022;1602664124772933633;"beberapa karakter kepribadian yg dapat meningkatkn resiko gaya hidup seseorang menjadi korban kejahatan: kemarahan, kurang percaya diri, depresi, luapan emosi berlebihan #kriminolgi https://t.co/GvBPwBH5mK";0;0;0;0;in;1587280717053952001;1602664124772933633;uswahsuhartono2;https://twitter.com/uswahsuhartono2/status/1602664124772933633
Tue Dec 13 11:05:08 +0000 2022;1602620631128100864;"@youretsay @sebirulautan_ @infotwitwor_ jd mikir entar si pelaku ngaduin ini, trs status dia jd korban, trs si pelaku yg dh jd korban bisa bebas karna bukti lebih kuat, kasian korban yg sebenernya. blm lagi mental korban yg dilecehin, bisa jd ngerasa bersalah, udh trauma ditambah rasa bersalah, bisa2 depresi ntar";0;0;0;0;in;1417552444746174464;1602601843250569217;markuriusin;https://twitter.com/markuriusin/status/1602620631128100864
Tue Dec 13 09:04:00 +0000 2022;1602590146712698880;"@abcataddict @saviorcmplxs @abcdyougoblog Ga menutup kemungkinan dia buat dendam ntah dg cara apapun dia diadili. Kalo soal bundir, korban juga bisa loh bundir karena depresi. Depresi karena pelecehan itu kejem bgt kak, kalo km mau tau. Km bakal ngerasa dirimu ga berharga lg. Thats why";0;0;0;0;in;1516405890018168846;1602243594521231360;Nutrijelhehe;https://twitter.com/Nutrijelhehe/status/1602590146712698880
Tue Dec 13 09:02:00 +0000 2022;1602589642569940992;"@RitaThaariyani @abcdyougoblog Im so sorry to hear that. SAYA JUGA KORBAN PELECEHAN. Makanya saya bisa dan sudah berani buat ngomong. Konseling selama 5 tahun gabisa ngembaliin kepercayaan saya ke LAKI LAKI. Point saya adalah, GAK SEMUA ORANG TINGKAT TOLERANSI DEPRESI NYA SAMA YA KAK. Mungkin anda dg melihat";0;2;0;4;in;1516405890018168846;1602243594521231360;Nutrijelhehe;https://twitter.com/Nutrijelhehe/status/1602589642569940992
Tue Dec 13 06:11:40 +0000 2022;1602546778146062347;"@tanyakanrl Apakah tydak ngeri dia balas dendam ke kalian yg mempermalukan dia? Atau dia kalo punya power bisa lapor balik kalian, efek terngeri dia jd bunuh diri karna depresi, wah gilasih kalian tydak jauh beda sm si pelaku. Aku stand korban, tp ya ga gini jg balasannya.";0;0;0;0;in;1120621738113454080;1602542594176651264;sigiallegra;https://twitter.com/sigiallegra/status/1602546778146062347
Mon Dec 12 15:50:15 +0000 2022;1602329997125226496;"@Askrlfess Mati mati aja kali, nggak usah bilang-bilang..  Yang lain bundir depresi dipendem sendiri abis itu ninggalin surat, ini ngasih tau dulu sok-sokan paling tersakiti. Udah selingkuh, nggak mau salah, sok jadi korban.. udah goblok caper pula lu dek.";0;1;5;91;in;475625936;1602325250464571392;dedenwahyudi;https://twitter.com/dedenwahyudi/status/1602329997125226496
Mon Dec 12 13:25:15 +0000 2022;1602293506848223232;"Secangkir kopi, Lagu keras yang bergema dalam telinga entah mengapa menjadi sebuah kombinasi yang tepat dikala kondisi mental yang sedang mengalami depresi.  Maaf untuk yang sudah jadi korban dari kondisi ini. https://t.co/ete7s6Qzb5";0;0;0;0;in;1169795195308630018;1602293506848223232;Kata_Fakhreza;https://twitter.com/Kata_Fakhreza/status/1602293506848223232
Sat Dec 10 12:31:51 +0000 2022;1601555289534525440;"Harus terlihat terpuruk, terlihat depresi, tidak sanggup bersuara.   Tanpa sadar, inilah perilaku yg diharapkan masyarakat dr seorang korban agar mereka ‘layak dipercaya’ karena ini juga, korban seringkali takut untuk bersuara krn merasa bahwa mereka tidak bisa, dan tidak berhak-";0;1;0;2;in;1329462288491966469;1601555264284811264;BulanRumah;https://twitter.com/BulanRumah/status/1601555289534525440
Fri Dec 09 16:02:13 +0000 2022;1601245843985551362;"akibatnya anak sulit buat ambil resiko, kurangnya percaya diri pada anak, kurangnya mengambil inisiatif, depresi, dan bisa jadi anak menjadi korban atau pelaku bully. pas gue baca ini, gue kyk "wow gue bgt ini" dan gue ngerasa kalo gue juga kyk nya kena fenomena ini.";0;1;0;0;in;1442151607622258696;1601245842291101708;teanspi;https://twitter.com/teanspi/status/1601245843985551362
Thu Dec 08 17:39:31 +0000 2022;1600907944232910849;"@iyainaja1945 @txtdrberseragam Cerita sodaranya tetangga korban hallodek. Pacaran-dah mo nikah, semua dah siap tinggal pelaksanaan hari h, tp dibatalin ma cownya alasan susah ngurus adm. yg cew depresi berat, skrg dah better tp minta dicariin hallodek yg lain. Pokoknya harus dapet hallodek lagi katanya";2;9;1;16;in;1325322342147350528;1600741269118259201;selebdusun;https://twitter.com/selebdusun/status/1600907944232910849
Thu Dec 08 05:12:02 +0000 2022;1600719830830944256;"@hhadey @denisseptian @CNNIndonesia Saya paham diamnya bagaimana. Lah si Ibu ini sempat panggil dan bicara 4 mata dengan yg dia tuduh sebagai pelakunya. Biasanya korban diam karena trauma rasa malu, takut, hina, marah dan depresi bercampur mangkanya diam.";0;1;0;1;in;1250757754135777283;1600441229551943680;kanaya_via;https://twitter.com/kanaya_via/status/1600719830830944256
Wed Dec 07 09:58:45 +0000 2022;1600429600416202752;"Andi Rio Idris serius berantas tuntas urusan pinjol di masyarakat  "Memberantas pinjol harus di seluruh wilayah Indonesia. Jangan sampai ada masyarakat yang menjadi korban pinjol sampai mengalami depresi dan berujung pada bunuh diri"  #Golkar #andirioidris https://t.co/5LEk6UTAAn";0;0;2;6;in;1243399928111452161;1600429600416202752;kabargolkarnews;https://twitter.com/kabargolkarnews/status/1600429600416202752
Wed Dec 07 08:44:39 +0000 2022;1600410950598742017;"Saya disini buat status seperti ini ditwitter karna ingin meminta bantuan para netizen sebab korban sudah sangat depresi berat dan sudh melakukan percobaan bunuh diri sebanyak 2 kali, korban masih kelas 3 sma dan diperkosa secara paksa. 19 agustus 2022 sulawesi tengah poso.";0;0;0;0;in;1600397405295239168;1600410945938812928;NaylaSyahwalia;https://twitter.com/NaylaSyahwalia/status/1600410950598742017
Tue Dec 06 14:33:00 +0000 2022;1600136227302576128;"@18fesss Setuju sih, mau gimanapun si korban klo sampe ngelahirin bakal keinget memori gelapnya apalagi pas liat anaknya, malah takut anaknya kenapa2 Aku klo ada di posisi korban jg bakal depresi kayanya, ga bakal bisa terima, aku ga sebaik cwe sinetron yg bisa gedein anak hasil perkosaan";0;0;0;0;in;1114019304314290177;1600048677003087874;atheecaa;https://twitter.com/atheecaa/status/1600136227302576128
Tue Dec 06 09:12:50 +0000 2022;1600055654806265856;"@18fesss dilema, bener-bener dilema, cuma kalo saran gw, negara harus menyediakan sebuah fasilitas penampungan anak-anak korban tindak pidana ini dengan catatan, korban mengalami depresi berat atau tidak ingin menghidupinya. jangan dibunuh, karena si kecil tidak tau apa2, :(";0;1;0;0;in;721178184427831296;1600048677003087874;cepzyeah;https://twitter.com/cepzyeah/status/1600055654806265856
Tue Dec 06 03:09:12 +0000 2022;1599964144903782400;"@neorevolte Tuntutannya meminta keadilaan bagi korban pemerkosaan 🙏🏻🙏🏻. Korban sampe depresi bahkan 2 kali mau melakukan bunuh diri.Korban sudah berani speak up dan melapor 3 kali ke polisi.Tapi tidk ada Hasilnyaa";0;1;0;2;in;1180544972010864641;1599720767075528704;sumariedjem;https://twitter.com/sumariedjem/status/1599964144903782400
Tue Dec 06 02:14:53 +0000 2022;1599950475595460609;"orang yg pure mau seneng2 sebenernya banyak banget. liat aja deh tweet depresi dr korban the link day1 ada berapa banyak..  yg merusak tuh cuma grup kecil, tp efeknya kena kesemua fandom.. aku masih gak ikhlas ya kmrn ga nyampe 2 baddies. beneran deh.";0;0;0;0;in;1225207046754062336;1599950475595460609;haechanissababy;https://twitter.com/haechanissababy/status/1599950475595460609
Mon Dec 05 14:25:57 +0000 2022;1599772064357175297;"Dampak perundungan di dunia maya berisiko mengguncang psikologis korban, seperti menyebabkan kesehatan fisik dan mental terganggu, perasaan dikucilkan, menarik diri dari lingkungan sosial, depresi, hingga bunuh diri. https://t.co/RGLw1lNbhG";0;1;0;0;in;758768815;1599771905242066946;baktionlineid;https://twitter.com/baktionlineid/status/1599772064357175297
Mon Dec 05 11:42:48 +0000 2022;1599731008202735616;"Lantas KEPEDULIAN utk Harkat Martabatnya WANITA MANA ??  Korban berkali kali Depresi sampe memberanikan diri untuk Melapor. Tapi TIDAK ADA HASIL SAMA SEKALI #LaporSiapa #PercumaLaporPolisi #PoldaDIY #KapolRI #KomnasPerempuan #SAPA129 #KomnasHAM";0;1;1;5;in;1180544972010864641;1599720767075528704;sumariedjem;https://twitter.com/sumariedjem/status/1599731008202735616
Mon Dec 05 11:24:45 +0000 2022;1599726466207711232;"DALAM PERJALANAN MENUJU KE RUMAH AMAN AKHIRNYA DEPRESI KORBAN PULIH, SAMPAI RUMAH AMAN SI KORBAN MENANYAKAN KEPADA PIHAK PPA KASUS SAYA INI MASUK KE PASAL BERAPA? PIHAK PPA MENYEBUTKAN MASUK KE PASAL 6 TENTANG PELECEHAN SEKSUAL KARNA TIDAK BISA MASUK KE KASUS PEMERKOSAAN,";0;1;1;2;in;1180544972010864641;1599720767075528704;sumariedjem;https://twitter.com/sumariedjem/status/1599726466207711232
Mon Dec 05 11:23:56 +0000 2022;1599726260238053377;"YG JADI MASALAH NYA DISINI KENAPA PIHAK PPA TIDAK SIGAP DENGAN KASUS PEMERKOSAAN TERSEBUT, PADAHAL SI KORBAN SUDAH BERUSAHA MELAPORKAN KEJADIAN TERSEBUT DAN BISA MENCERITAKAN KRONOLOGI NYA SAMPAI SELESAI WALAUPUN TERKADANG DEPRESI NYA KAMBUH.  #PercumaLaporPolisi";0;1;1;5;in;1180544972010864641;1599720767075528704;sumariedjem;https://twitter.com/sumariedjem/status/1599726260238053377
Mon Dec 05 11:23:06 +0000 2022;1599726049939841024;"PADAHAL SI KORBAN BERANI MELAPOR DAN BISA MENCERITAKAN KRONOLOGI KEJADIAN DARI AWAL SAMPAI AKHIR. AKHIRNYA PIHAK PPA MENGARAHKAN SI KORBAN UNTUK DI BAWA KE RUMAH AMAN (Balai perlindungan dan Rehabilitas sosial wanita)UNTUK MENGOBATI DEPRESI SI KORBAN. #PercumaLaporPolisi";0;1;1;2;in;1180544972010864641;1599720767075528704;sumariedjem;https://twitter.com/sumariedjem/status/1599726049939841024
Mon Dec 05 11:18:13 +0000 2022;1599724819582681089;"Setelah si korban di tanya kronologi nya petugas hanya minta foto pelaku tanpa menanyakan bukti² yg di bawa korban. Setelah itu si korban kembali depresi setelah menceritakan kronologi pemerkosaan yg dia alami. Smbil petugas menenangkan si korban petugas mengatakan  #percumalapor";0;1;1;3;in;1180544972010864641;1599720767075528704;sumariedjem;https://twitter.com/sumariedjem/status/1599724819582681089
Mon Dec 05 11:11:35 +0000 2022;1599723152203870208;"dan sempat di bawa ke rumah gurunnya utk ditenangkan disana. Pada tgl 5 si korban yg masih dalam keadaan depresi mencoba menguatkan diri untuk kembali melaporkan kejadian pemerkosaan tersebut ke polresta yogyakarta. (anggota Reskrim ini yg bener" PEDULI)";0;1;1;3;in;1180544972010864641;1599720767075528704;sumariedjem;https://twitter.com/sumariedjem/status/1599723152203870208
Mon Dec 05 11:09:34 +0000 2022;1599722643082870786;"cari ga dapat dan si korban tambah depresi karna harus kembali ke hotel tempat kejadian. Akhirnya si korbn ketakutan setelah di suruh ke hotel tersebut untk meminta print out hotel, dan sampai si korban sempat hilng akhirnya di bantu cri sama reskrim polresta  #percumalaporpolisi";0;1;1;5;in;1180544972010864641;1599720767075528704;sumariedjem;https://twitter.com/sumariedjem/status/1599722643082870786
Mon Dec 05 11:06:07 +0000 2022;1599721774215999488;"sedangkan pelaku masih berada di tempat kejadian. Setelah itu si korban mencoba menenangkan diri karna si korban dalam keadaan depresi berat. Akhir nya tgl 2 DESEMBER hari jum'at korban kembali ke polresta yogyakarta,  #PercumalaporPolisi https://t.co/DGiNn8ZKxy";0;1;1;4;in;1180544972010864641;1599720767075528704;sumariedjem;https://twitter.com/sumariedjem/status/1599721774215999488
Sun Dec 04 14:30:34 +0000 2022;1599410840029233153;"Seorang pemuda berusaha mengakhiri hidupnya dengan meloncat dari Kapal Penyeberangan Ketapang-Gilimanuk. Diduga korban mengalami depresi. https://t.co/0Wki0vX9sU";0;0;0;0;in;1291246080269545472;1599410840029233153;ngopibareng_id;https://twitter.com/ngopibareng_id/status/1599410840029233153
Sun Dec 04 06:36:02 +0000 2022;1599291419034021888;"Kita mungkin sudah lupa, namun pengungsi korban gempa Cianjur masih ada di tenda2 darurat.   Studi menunjukkan, satu dari empat pengungsi menderita depresi. https://t.co/77x8jQ120i  Hiburan adalah terapi bagi para pengungsi. https://t.co/iY2BH1p8E9";2;4;32;110;in;230696471;1599291419034021888;berlianidris;https://twitter.com/berlianidris/status/1599291419034021888
Sat Dec 03 12:32:24 +0000 2022;1599018715286470656;"untuk efek santetnya kurang lebih hampir sama, tujuannya sama sama untuk menjatuhkan sang korban, entah celaka, depresi, sakit2an hingga meninggal dunia. . namun khusus untuk kliwon ini, ada tujuan lain yaitu untuk “ngilmu”, dukun maupun jin yang bersekutu dengannya.";0;2;0;4;in;28536061;1599017847082356737;Amaaisan;https://twitter.com/Amaaisan/status/1599018715286470656
Sat Dec 03 12:10:32 +0000 2022;1599013213089468416;"@syukron_mamun88 @miss_gondz Heran juga ya yg sering diserang orang gila atau depresi cuman di mesjid dan korban alim ulama ...padahal jamaah lainnkan banyak...mungkin orgil online ya 😀😀..sesuai dititk mas wkwkwk";0;0;0;0;in;1152934670343925760;1598573950216589312;DarwisSteven;https://twitter.com/DarwisSteven/status/1599013213089468416
Sat Dec 03 07:17:58 +0000 2022;1598939583743332354;"Detik-detik imam masjid yang tengah memimpin salat di Bekasi diserang. Pria berbatik ini tiba-tiba mendorong dan langsung memukuli korban yang berusia 71 tahun. Belum diketahui motif penyerangan, diduga pelaku alami depresi.  #Liputan6SCTV  Berita lainnya: https://t.co/qb6lW4Dqjd https://t.co/1u60cazQV1";0;1;1;6;in;174601238;1598939583743332354;SCTV;https://twitter.com/SCTV/status/1598939583743332354
Sat Dec 03 06:20:39 +0000 2022;1598925161826091008;"@detikcom Herman dengan kalian Udah jelas pelaku dan korban kenal Korban sendiri menyadari klo pelaku depresi Kok masih ga percaya 🤔🤔🤔";0;0;0;0;in;1579500792683241472;1598894351005933570;BudiLak43707280;https://twitter.com/BudiLak43707280/status/1598925161826091008
Fri Dec 02 14:40:02 +0000 2022;1598688448084418560;""Awalnya korban memiliki 9 lapak, terus baru beli lagi 2 lapak di Pasar Kesamben," tuturnya.  Baca: https://t.co/dZLHgicsFe.  #JatimNow #bunuhdiri #gantungdiri #depresi ...... https://t.co/ljJId4duTY";0;0;0;0;in;1346374027690921986;1598688448084418560;PakrwCom;https://twitter.com/PakrwCom/status/1598688448084418560
Fri Dec 02 12:36:25 +0000 2022;1598657337459609600;"@ObiWan_Catnobi Iya untung Hetero korbannya cewek jadi rame dan pelaku ditahan. Kalau homo bakalan diam-diam bae. Korban bakal takut speak, depresi, ujung2xnya sebagian malah jadi predator homo dgn korban anak-anak.";0;0;0;7;in;2443538630;1598549325994668033;gmail_great;https://twitter.com/gmail_great/status/1598657337459609600
Fri Dec 02 06:44:06 +0000 2022;1598568673777946624;""Awalnya korban memiliki 9 lapak, terus baru beli lagi 2 lapak di Pasar Kesamben," tuturnya. #JatimNow #bunuhdiri #gantungdiri #depresi #PasarKesambenBlitarterbakar #Blitar https://t.co/bPBo1pySVy";0;0;0;0;in;1323613782656999425;1598568673777946624;jatimnowdotcom;https://twitter.com/jatimnowdotcom/status/1598568673777946624
Fri Dec 02 02:05:54 +0000 2022;1598498663185059840;"Beda emg responnya kalo sesama penyintas wkwkwk nawarin cat rambut😂 Yg diatas (korban pelarian org2 depresi) ngingetin lebaran🙃 https://t.co/52JuuLswSf";0;1;0;0;in;261111503;1598491878256971776;PUTRIPLEK;https://twitter.com/PUTRIPLEK/status/1598498663185059840
Thu Dec 01 17:19:01 +0000 2022;1598366069277659136;"@petruzzz_ag @txtdrimedia lah emg lo siapa ngelarang2 org? korban bencana lg depresi sedih begitu cuma itu doang hiburan buat mereka masa masih disuruh lo tahan juga? gak pgn bgt ngeliat org bahagia biar sedikit kali ya ni org hadeh";0;0;0;4;in;160829029;1598285793205706752;chiffonude;https://twitter.com/chiffonude/status/1598366069277659136
Thu Dec 01 14:30:48 +0000 2022;1598323733890207744;"Benteng terakhir manusia yg depresi itu keluarga. Kebayang gak gimana nasib anak anak korban bad parenting? Ketika ingin yg banyak didengar malah berakhir sebaliknya.";0;0;0;0;in;1594616772543807489;1598323733890207744;Wokeuplite;https://twitter.com/Wokeuplite/status/1598323733890207744
Thu Dec 01 09:28:14 +0000 2022;1598247592626126848;"Pasca bencana kesehatan mental korban cukup buruk. Nah, aktivitas ngewe/ngentot/ngencuk memicu pelepasan hormon-hormon like dopamine, endorphins, dan oxytocin yg dapat mengurangi anxiety &amp  depresi, it makes you feeling so good, sehingga bisa membantu recovery mental health korban";1;2;2;8;in;59809831;1598247592626126848;xopch;https://twitter.com/xopch/status/1598247592626126848
Thu Dec 01 07:56:47 +0000 2022;1598224576827527168;"@inumakip @tanyarlfes Nih orang2 oPeN MinDeD katanya peduli mental health, itu fasilitas dikasih buat korban gempa bumi buat pasangan suami istri yg halal, itu juga ngebantu buat mental health mereka, masa orang kena musibah kudu sedih &amp  depresi melulu, ga seneng mereka bahagia?";2;1;7;48;in;71956262;1598210291913101314;aliyahasfaith;https://twitter.com/aliyahasfaith/status/1598224576827527168
Wed Nov 30 13:47:53 +0000 2022;1597950548430684160;"Ini orang gak bisa bedain antara stand for korban or "gue gak suka ama ara, pokoknya doi kudu dipecat rezekinya mati kalo bisa dipenjara sampe doi depresi dan minta maaf ke amanda sampe guling2 atau kalo bisa lagi dia nikah kemudian suaminya selingkuh pas doi punya bayi"";1;0;0;0;in;303188014;1597950548430684160;careitself;https://twitter.com/careitself/status/1597950548430684160
Wed Nov 30 12:16:41 +0000 2022;1597927596721049600;"@tanyarlfes Dlm bbrp tahun kedepan, orang2 dlm foto itu kemungkinan akan: 1. Pola hidup ga sehat/obesitas 2. Kena depresi/stres akut 3. Pecandu drugs/alkohol 4. Mengidap penyakit kelamin 5. Pelaku/korban kekerasan 6. Jd pembunuh/korban  Ada alasannya mengapa pasangan LBGT ga prnh sampe tua😶";0;0;0;0;in;1142091332040548352;1597854194303930368;jikajik7;https://twitter.com/jikajik7/status/1597927596721049600
Tue Nov 29 11:19:22 +0000 2022;1597550783599214593;"Enak ya jadi perebut pasangan orang &amp  juga jadi bagian sirkel progresif fafifu.  Udah pasti terproteksi. Kalo perlu sebar fitnah pasangan yg korban perselingkuhan yg kurang ajar ke mana2.  Biar udah depresi gara2 ngerasa jadi sampah doank sekalian mati bunuh diri.";0;2;59;63;in;125881920;1597550783599214593;hansdavidian;https://twitter.com/hansdavidian/status/1597550783599214593
Tue Nov 29 09:03:04 +0000 2022;1597516484053721088;"Perempuan di Tangerang nekat bakar diri karena tepergok selingkuh oleh suaminya. Hal ini membuat keduanya kerap cekcok hingga membuat korban depresi.  https://t.co/koRDNbK7PC";0;0;0;0;in;1520998271161831424;1597516484053721088;tauberitamedia;https://twitter.com/tauberitamedia/status/1597516484053721088
Tue Nov 29 09:00:02 +0000 2022;1597515720941719553;"Perempuan di Tangerang nekat bakar diri karena tepergok selingkuh oleh suaminya. Hal ini membuat keduanya kerap cekcok hingga membuat korban depresi.  https://t.co/koRDNc1aRC";0;0;0;0;in;1520998271161831424;1597515720941719553;tauberitamedia;https://twitter.com/tauberitamedia/status/1597515720941719553
Tue Nov 29 08:43:19 +0000 2022;1597511511811186688;"Motif korban dikarenakan depresi berat sebab kerap diungkit-ungkit kesalahanya. https://t.co/aTcez1SgJn";0;0;0;0;in;22126902;1597511511811186688;republikaonline;https://twitter.com/republikaonline/status/1597511511811186688
Tue Nov 29 04:59:06 +0000 2022;1597455086489604096;"@collegemenfess Aku tau kamu sudah ngerti apa yang harus dilakukan, tapi kamu butuh validasi nder. Kuperjelas : Jangan tulis namanya  *Kecuali kamu nyoba memahami dia, misalnya (na'udzubillah) depresi karena ibunya meninggal, atau kakeknya stroke, atau jadi korban gempa rumahnya hancur, dst";0;0;0;2;in;763668677745004544;1597407000140214273;KucingnyaHitIer;https://twitter.com/KucingnyaHitIer/status/1597455086489604096
